,Kurtosis,Skewness,Image
4314,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\3b1e5132-71dd-4e75-b04a-513a3851ca02___FREC_C.Rust 4439_newPixel25.JPG
4320,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\3c412dc8-dbe2-43db-92ba-28ce72f835f6___FREC_C.Rust 9930_newPixel25.JPG
4327,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\3dc7b8db-79dd-4206-b3f0-7091d28475b2___FREC_C.Rust 0079_newPixel25.JPG
4342,250.94797,15.903459,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\3dde7bc6-90e6-4057-a1e7-c2580ccf03a2___FREC_C.Rust 0092_newPixel25.JPG
4347,250.82454,15.897706,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\3e123b1b-a57d-4689-8211-e270c19fd4a9___FREC_C.Rust 9962_newPixel25.JPG
4366,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\3ef85bf3-728f-46d7-95cc-a5bddf34db98___FREC_C.Rust 3885_newPixel25.JPG
4387,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\3fe25d8e-4497-49bd-b4e0-9c7dd3c3c6cd___FREC_C.Rust 9960_newPixel25.JPG
4407,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\4134586e-a00a-4c53-8f8d-c275ef0d5f5f___FREC_C.Rust 3676_newPixel25.JPG
4420,250.98119,15.905024,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\43850a33-b2c2-4d67-aa90-685f8f76da3a___FREC_C.Rust 3664_newPixel25.JPG
4433,250.95612,15.903841,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\4485494e-e310-49b5-9ca8-73608ec4e83c___FREC_C.Rust 3631_newPixel25.JPG
4440,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\46597071-9826-4f76-b853-083b76c5ef63___FREC_C.Rust 3666_newPixel25.JPG
4454,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\46b6b57e-9c90-4de7-9fb1-b8b674d51f38___FREC_C.Rust 9857_newPixel25.JPG
4461,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\492e83ef-7407-42f1-a0e2-e272cf1cdbc1___FREC_C.Rust 0024_newPixel25.JPG
4473,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\4bd5f28f-beb3-4b27-b4f1-7e94b332ef93___FREC_C.Rust 9932_newPixel25.JPG
4479,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\4d7f4b74-59f6-431e-afa3-6fbbb9ac90ea___FREC_C.Rust 0145_newPixel25.JPG
4512,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\4fd1cebf-96dd-4786-b1df-021dac153ca7___FREC_C.Rust 9953_newPixel25.JPG
4535,250.87883,15.900204,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\5271addc-c445-4af1-ba68-318c7b509e1f___FREC_C.Rust 3585_newPixel25.JPG
4574,250.85953,15.899327,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\58c70126-b289-441f-a608-eff6a2df3762___FREC_C.Rust 3654_newPixel25.JPG
4630,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\5d85daec-3dd3-4c35-aceb-2a9cf0eb87ad___FREC_C.Rust 3710_newPixel25.JPG
4638,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\5eba8ca8-b4f7-4f49-9481-9703adc53678___FREC_C.Rust 3732_newPixel25.JPG
4666,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\69561ee3-9a1f-42cd-a2fc-f3f06102747c___FREC_C.Rust 0190_newPixel25.JPG
4670,250.49625,15.882196,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\69ceb6f0-6e63-4676-90a6-288ae97b0c2f___FREC_C.Rust 0107_newPixel25.JPG
4715,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\71c08a14-4875-40dc-b35c-8216951ffd8a___FREC_C.Rust 0195_newPixel25.JPG
4721,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\743ddf7b-a620-436d-b69b-125044a0d9fc___FREC_C.Rust 0037_newPixel25.JPG
4741,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\78821840-5d27-43ae-b830-c54e9f84432d___FREC_C.Rust 9891_newPixel25.JPG
4747,250.9803,15.904983,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\79e57aaf-f825-4818-9594-621327134e0b___FREC_C.Rust 4219_newPixel25.JPG
4752,250.98647,15.9052725,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\7b2dd7f1-d16e-47b6-8750-cfaf315aad87___FREC_C.Rust 0109_newPixel25.JPG
4756,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\7ba80ce1-562a-404b-a8e9-273cd917081a___FREC_C.Rust 9833_newPixel25.JPG
4807,250.36298,15.875992,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\81049e31-d2ea-4372-9865-c7f1479a513a___FREC_C.Rust 3833_newPixel25.JPG
4815,250.8993,15.901163,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\811b2953-8508-4327-944e-8d999211790c___FREC_C.Rust 3891_newPixel25.JPG
4835,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\8306d4f0-6a4f-4f02-86ca-72b1a950f420___FREC_C.Rust 0175_newPixel25.JPG
4842,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\83a6031c-8219-4f22-8476-530c6bb1ee31___FREC_C.Rust 3765_newPixel25.JPG
4861,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\859d4241-7bfc-4ac1-825d-f129ce1bf2fe___FREC_C.Rust 3731_newPixel25.JPG
4875,250.8894,15.900709,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\85c546e8-0e5c-4d84-9ec8-3ebb53942b98___FREC_C.Rust 9847_newPixel25.JPG
4881,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\85eb91f6-f8f0-438e-afbc-ca12551ee404___FREC_C.Rust 9884_newPixel25.JPG
4888,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\85f1b51d-ad5e-4ec2-a46b-2a9dade22e2a___FREC_C.Rust 9971_newPixel25.JPG
4896,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\87ea6ae6-eaf6-468d-85cd-cded92ba526f___FREC_C.Rust 9963_newPixel25.JPG
4921,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\8c16e58c-0272-4c95-a53c-1984bd6bb83e___FREC_C.Rust 0059_newPixel25.JPG
4929,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\8e4fc487-528e-4ff9-94dd-165332126018___FREC_C.Rust 9890_newPixel25.JPG
4936,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\8e50e865-0621-442a-945d-f402f328151b___FREC_C.Rust 3699_newPixel25.JPG
4943,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\8fd46690-5e57-47f6-8d99-235d4738411f___FREC_C.Rust 0074_newPixel25.JPG
4950,250.96071,15.904061,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\90355db8-e997-4ab6-a1a3-14aca5e55395___FREC_C.Rust 9907_newPixel25.JPG
4957,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\90a124ff-56a1-46be-bac4-0bd424599cbc___FREC_C.Rust 4300_newPixel25.JPG
4970,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\915ea730-231d-408d-baea-d2554d47bfa9___FREC_C.Rust 9809_newPixel25.JPG
4978,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\91ba83a7-5138-4cec-9fe4-e8729484836b___FREC_C.Rust 0058_newPixel25.JPG
4985,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\91c6f875-414d-4449-937c-488718a84921___FREC_C.Rust 3756_newPixel25.JPG
5008,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\92f2fe26-624c-4620-8210-0e2ff92e594d___FREC_C.Rust 4354_newPixel25.JPG
5016,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\9360a196-fc3f-495e-ab9b-1803bcd87921___FREC_C.Rust 3818_newPixel25.JPG
5021,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\949d3f98-9992-4f2d-8384-a74d3e9a4ae8___FREC_C.Rust 0197_newPixel25.JPG
5028,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\94d6b99f-2ac4-4a88-823f-3c607358d057___FREC_C.Rust 9826_newPixel25.JPG
5041,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\96bec7bd-9c12-4284-a298-d20379abb4a2___FREC_C.Rust 3815_newPixel25.JPG
5048,250.93741,15.902966,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\98db1965-ab83-41ac-bd9b-a029d42a236c___FREC_C.Rust 9878_newPixel25.JPG
5052,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\99efb674-1e97-4f94-978a-a87c24dde48a___FREC_C.Rust 9995_newPixel25.JPG
5065,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\9ace7aaf-8950-43b5-bafb-2c63f8839c20___FREC_C.Rust 9867_newPixel25.JPG
5083,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\9d03ec86-ab87-4193-8589-9cfeada9fe70___FREC_C.Rust 4442_newPixel25.JPG
5117,250.67044,15.890466,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\a0277f94-ece7-4f93-8b26-adea371f0a32___FREC_C.Rust 9917_newPixel25.JPG
5133,250.97055,15.904521,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\a3bfb6c7-1f1e-407a-a2cf-40b316896185___FREC_C.Rust 9819_newPixel25.JPG
5156,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\a6ff61c5-74e4-48a5-b3c4-f8a80d3a1eca___FREC_C.Rust 4327_newPixel25.JPG
5164,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\a7918302-395d-4bd8-854b-b2a335f1cc3f___FREC_C.Rust 4075_newPixel25.JPG
5171,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\a88eb7c4-930a-448e-923e-bef22327fe25___FREC_C.Rust 0044_newPixel25.JPG
5198,250.84775,15.898752,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\ad8d7957-d361-44cd-ab49-f58e23870614___FREC_C.Rust 0110_newPixel25.JPG
5216,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\affae282-693e-4078-b037-de7037ecdcdc___FREC_C.Rust 9909_newPixel25.JPG
5224,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\b14f7df6-7a6c-44e6-80a4-c0c11318a9a9___FREC_C.Rust 4260_newPixel25.JPG
5261,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\b5a75c29-c79a-4db0-8976-e33e48628ccb___FREC_C.Rust 9966_newPixel25.JPG
5267,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\b75430d8-c8a2-4620-9bbb-88c301cba700___FREC_C.Rust 4385_newPixel25.JPG
5281,250.12402,15.864605,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\b845075b-dbb8-4b69-bec2-36e99cee7f3c___FREC_C.Rust 4038_newPixel25.JPG
5287,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\b884b0a2-44bb-4bf5-b335-946b1757c822___FREC_C.Rust 3955_newPixel25.JPG
5292,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\bc863aa7-2cb6-44f1-b060-4cd78237d7a3___FREC_C.Rust 3566_newPixel25.JPG
5303,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\bd0ead39-9628-46b3-9feb-c3496af0ae8b___FREC_C.Rust 0015_newPixel25.JPG
5314,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\bee59bef-1155-40bd-97a3-8c600c33e6b5___FREC_C.Rust 0082_newPixel25.JPG
5321,250.90306,15.901356,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\c16bbb5c-bd59-4568-80a4-ac10eb488a4e___FREC_C.Rust 4274_newPixel25.JPG
5328,250.86458,15.89954,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\c1d81b03-9e29-4f99-813b-1a9578defbc8___FREC_C.Rust 3942_newPixel25.JPG
5336,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\c5912efe-a2cc-4203-bc9c-bdc58adcf6a3___FREC_C.Rust 9821_newPixel25.JPG
5343,250.92365,15.902318,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\c66745e3-7285-461a-959e-0f2f25b0e198___FREC_C.Rust 3746_newPixel25.JPG
5414,250.37378,15.876685,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\d46c67aa-e05c-48f7-9287-fbc727396c9e___FREC_C.Rust 4036_newPixel25.JPG
5421,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\d4cda9ab-6b06-4551-ad3d-ee61dd78450a___FREC_C.Rust 3592_newPixel25.JPG
5445,250.42937,15.87902,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\d5d4f65c-aeca-4965-82d4-05d179dfa92e___FREC_C.Rust 4382_newPixel25.JPG
5450,251.00389,15.9060955,C:\Users\Lenovo\Downloads\01_New_Plant_Diseases_Dataset\01_New_Plant_Diseases_Dataset\train\Apple___Cedar_apple_rust\d6485527-aab0-463c-b895-64d7612f45f1___FREC_C.Rust 0144_newPixel25.JPG
